k,n,id,orders,generator,P,P_coe,E,E_coe,H,H_coe,Element,gen_coe,hyouji,orders2
-1,0,0,0.0,0,,0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0,0,0.0
0,1,0,inf,\iota1,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota1,inf
0,2,0,inf,\iota2,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota2,inf
0,3,0,inf,\iota3,,0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota3,inf
0,5,0,inf,\iota5,"Prop5.1, \ \Delta(\iota_5)=\pm 2\eta_2",2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota5,inf
0,7,0,inf,\iota7,"Lem5.4, \ H(\nu_4)=\iota_7",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota7,inf
0,9,0,inf,\iota9,"(5.8), \ \Delta(\iota_9)=\pm (2\nu_4-E \nu')",2 -1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota9,inf
0,11,0,inf,\iota11,"(5.10), \ \Delta(\iota_{11})=\nu_5\eta_8",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota11,inf
0,13,0,inf,\iota13,\Delta(\iota_{13})=\Delta(\iota_{13}),1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota13,inf
0,15,0,inf,\iota15,"Lem5.14, \ H(\sigma_8)=\iota_{15}",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota15,inf
0,17,0,inf,\iota17,"(5.16), \ \Delta(\iota_{17})=\pm (2\sigma_8-E \sigma')",2 -1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota17,inf
0,19,0,inf,\iota19,"(7.1), \ \Delta(\iota_{19})=\sigma_9\eta_{16}+\bar{\nu}_9+\epsilon_9",1 1 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota19,inf
0,21,0,inf,\iota21,\Delta(\iota_{21})=\Delta(\iota_{21}),1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota21,inf
0,23,0,inf,\iota23,\Delta(\iota_{23})=\sigma_{11}\nu_{18},1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota23,inf
0,25,0,inf,\iota25,\Delta(\iota_{25})=\Delta(\iota_{25}),1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota25,inf
0,27,0,inf,\iota27,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota27,inf
0,29,0,inf,\iota29,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota29,inf
0,31,0,inf,\iota31,"(10.10), \ \Delta(\iota_{31})=2\sigma_{15}^2",2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota31,inf
0,33,0,inf,\iota33,,0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota33,inf
0,35,0,inf,\iota35,"p160, \ \Delta(\iota_{35})\equiv \eta^{*}_{17} \mod E^2 \pi_{31}^{15}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota35,inf
0,37,0,inf,\iota37,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota37,inf
0,39,0,inf,\iota39,"Cor12.25, \ \Delta(\iota_{39})=\nu^{*}_{19}+\xi_{19}",1 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota39,inf
0,41,0,inf,\iota41,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota41,inf
0,43,0,inf,\iota43,,0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota43,inf
0,45,0,inf,\iota45,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota45,inf
0,47,0,inf,\iota47,"[M] Lem8.3, \ \Delta(\iota_{47})=\sigma^{*}_{23}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota47,inf
0,49,0,inf,\iota49,,0 0 0 1 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota49,inf
0,51,0,inf,\iota51,"[MMO] (5.22), \ \Delta({\iota_{51}})={E\widetilde{\eta}}",0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota51,inf
0,53,0,inf,\iota53,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota53,inf
0,55,0,inf,\iota55,"[O1] (8.34), \ \Delta({\iota_{55}})={E^{3}M_{2}}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota55,inf
0,57,0,inf,\iota57,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota57,inf
0,59,0,inf,\iota59,"[O2] Prop4.5(18), \ \Delta({\iota_{59}})={EA_{3}}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota59,inf
0,61,0,inf,\iota61,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota61,inf
0,63,0,inf,\iota63,"[O3] (8.31), \ \Delta({\iota_{63}})=2{\theta'_{31}}",2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota63,inf
0,65,0,inf,\iota65,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,1,1 0 0 0 0 0 0 0 0 0 0 0,\iota65,inf
0,,,,,,,,,,,,,,
1,1,0,0.0,0,,0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0,0,0.0
1,2,0,inf,\eta2,,,,1 0 0 0 0 0 0 0 0 0 0 0,H(\eta_2)=\pm \iota_3,1 0 0 0 0 0 0 0 0 0 0 0,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta2,inf
1,3,0,2.0,\eta3,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta3,2.0
1,4,0,2.0,\eta4,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta4,2.0
1,5,0,2.0,\eta5,"p40, \ \Delta(\eta_5)=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta5,2.0
1,7,0,2.0,\eta7,"(5.6), \ E : \pi_{6}^3 \rightarrow \pi_{7}^4, \ into",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta7,2.0
1,9,0,2.0,\eta9,"(5.11), \ \Delta(\eta_9)=E \nu'\eta_7",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta9,2.0
1,11,0,2.0,\eta11,"(5.10), \ \Delta(\iota_{11})=\nu_5\eta_8",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta11,2.0
1,13,0,2.0,\eta13,"(5.13), \ \Delta(\eta_{13})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta13,2.0
1,15,0,2.0,\eta15,"(5.15), \ E : \pi_{14}^7 \rightarrow \pi_{15}^8, \ into",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta15,2.0
1,17,0,2.0,\eta17,"p63, \ \Delta(\eta_{17})=E \sigma'\eta_{15}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta17,2.0
1,19,0,2.0,\eta19,"p64, \ \Delta(\eta_{19})=\sigma_9\eta_{16}^2+\nu_{9}^3+\eta_{9}\epsilon_{10}",1 1 0 1 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta19,2.0
1,21,0,2.0,\eta21,\Delta(\eta_{21})=2\sigma_{10}\nu_{17},2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta21,2.0
1,23,0,2.0,\eta23,,0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta23,2.0
1,25,0,2.0,\eta25,"p80, \ \Delta(\eta_{25})=E \theta'",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta25,2.0
1,27,0,2.0,\eta27,"(7.30), \ \Delta(\iota_{27})=E \theta",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta27,2.0
1,29,0,2.0,\eta29,"(10.10), \ \Delta(\eta_{29})=4\sigma_{14}^2",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta29,2.0
1,31,0,2.0,\eta31,"(10.21), \ \Delta(\eta_{31})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta31,2.0
1,33,0,2.0,\eta33,"p160, \ \Delta(\eta_{33})\equiv E \eta^{*}{'} \mod E^2\pi_{30}^{14}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta33,2.0
1,35,0,2.0,\eta35,"p160, \ \Delta(\eta_{35})\equiv\eta^{*}_{17}\eta_{33} \mod E^2 \pi_{32}^{15}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta35,2.0
1,37,0,2.0,\eta37,"Cor12.25, \ \Delta(\eta_{37})=2(\nu^{*}_{18}+\xi_{18})",2 2 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta37,2.0
1,39,0,2.0,\eta39,"p170, \ \Delta(\eta_{39})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta39,2.0
1,41,0,2.0,\eta41,,0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta41,2.0
1,43,0,2.0,\eta43,"[M] p312, \ \Delta(\eta_{43})=E \bar{\bar{\beta}}\eta_{41}",0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta43,2.0
1,45,0,2.0,\eta45,"[M] Lem8.3, \ \Delta(\eta_{45})=2\sigma^{*}_{22}",2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta45,2.0
1,47,0,2.0,\eta47,"[MMO] p28, \ \Delta(\eta_{47})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta47,2.0
1,49,0,2.0,\eta49,"[MMO] (5.25), \ \Delta({\eta_{49}})={E\widetilde{\eta}{'}}",0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta49,2.0
1,51,0,2.0,\eta51,"[O] Prop6.3(13), \ \Delta({\eta_{51}})={EB_{2}}{\eta_{49}}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta51,2.0
1,53,0,2.0,\eta53,"[O1] (8.34), \ \Delta({\eta_{53}})=2{E^{2}M_{2}}",2 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta53,2.0
1,55,0,2.0,\eta55,"[O2] Prop4.4(16), \ \Delta({\eta_{55}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta55,2.0
1,57,0,2.0,\eta57,"[O2] Prop4.5(18), \ \Delta({\eta_{57}})={EC_{3}}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta57,2.0
1,59,0,2.0,\eta59,"[O3] Prop4.5(15), \ \Delta({\eta_{59}})={EA_{3}}{\eta_{57}}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta59,2.0
1,61,0,2.0,\eta61,"[O3] (8.31), \ \Delta({\eta_{61}})=4{\theta'_{30}}",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta61,2.0
1,63,0,2.0,\eta63,"[O3] Prop4.7(17), \ \Delta({\eta_{63}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2,1 0 0 0 0 0 0 0 0 0 0 0,\eta63,2.0
1,,,,,,,,,,,,,,
2,2,0,2.0,\eta2^2,,,,1 0 0 0 0 0 0 0 0 0 0 0,H(\eta_2)=\pm \iota_3,1 0 0 0 0 0 0 0 0 0 0 0,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta2^2,2.0
2,3,0,2.0,\eta3^2,,,,1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta3^2,2.0
2,4,0,2.0,\eta4^2,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta4^2,2.0
2,5,0,2.0,\eta5^2,"p42, \ H(\nu' \eta_6)=\eta_{5}^2",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta5^2,2.0
2,7,0,2.0,\eta7^2,"(5.6), \ E : \pi_{7}^3 \rightarrow \pi_{8}^4, \ into",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta7^2,2.0
2,9,0,2.0,\eta9^2,"p45, \ \Delta(\eta_9^2)=E \nu'\eta_7^2",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta9^2,2.0
2,11,0,2.0,\eta11^2,"(5.13), \ \Delta(\eta_{11}^2)=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta11^2,2.0
2,13,0,2.0,\eta13^2,"p48, \ \Delta(\eta_{13}^2)=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta13^2,2.0
2,15,0,2.0,\eta15^2,"(5.15), \ E : \pi_{15}^7 \rightarrow \pi_{16}^8, \ into",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta15^2,2.0
2,17,0,2.0,\eta17^2,"p63, \ \Delta(\eta_{17}^2)=E \sigma'\eta_{15}^2",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta17^2,2.0
2,19,0,2.0,\eta19^2,\Delta(\eta_{19}^2)=4\sigma_9\nu_{16},4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta19^2,2.0
2,21,0,2.0,\eta21^2,\Delta(\eta_{21})=2\sigma_{10}\nu_{17},0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta21^2,2.0
2,23,0,2.0,\eta23^2,,0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta23^2,2.0
2,25,0,2.0,\eta25^2,"p80, \ \Delta(\eta_{25})=E \theta'",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta25^2,2.0
2,27,0,2.0,\eta27^2,"(10.10), \ \Delta(\eta_{27}^2)=8\sigma_{13}^2",8 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta27^2,2.0
2,29,0,2.0,\eta29^2,"(10.21), \ \Delta(\eta_{29}^2)=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta29^2,2.0
2,31,0,2.0,\eta31^2,"Lem12.14, \ H(\eta^{*}_{16})=\eta_{31} ",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta31^2,2.0
2,33,0,2.0,\eta33^2,"p160, \ \Delta(\eta_{33}^2)\equiv E \eta^{*}{'}\eta_{32} \mod E^2 \pi_{31}^{14}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta33^2,2.0
2,35,0,2.0,\eta35^2,"Cor12.25, \ \Delta(\eta_{35}^2)=4(\nu^{*}_{17}+\xi_{17})",4 4 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta35^2,2.0
2,37,0,2.0,\eta37^2,"Lem16.4, \ H(\bar{\beta})=\eta_{37}^2",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta37^2,2.0
2,39,0,2.0,\eta39^2,"Lem16.5, \ H(\bar{\bar{\beta}})=\eta_{39}",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta39^2,2.0
2,41,0,2.0,\eta41^2,"[M] p312, \ \Delta(\eta_{41}^2)=E \bar{\beta}\eta_{40}",0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta41^2,2.0
2,43,0,2.0,\eta43^2,"[M] Lem8.3, \ \Delta(\eta_{43}^2)=4\sigma^{*}_{21}",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta43^2,2.0
2,45,0,2.0,\eta45^2,"[MMO] p28, \ \Delta({\eta_{45}^{2}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta45^2,2.0
2,47,0,2.0,\eta47^2,,0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta47^2,2.0
2,49,0,2.0,\eta49^2,"[O] Prop6.3(13), \ \Delta({\eta_{49}^{2}})={ED_{2}}{\eta_{48}}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta49^2,2.0
2,51,0,2.0,\eta51^2,"[O1] (8.34), \ \Delta({\eta_{51}^{2}})=4{EM_{2}}",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta51^2,2.0
2,53,0,2.0,\eta53^2,"[O2] Prop4.4(16), \ \Delta({\eta_{53}^{2}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta53^2,2.0
2,55,0,2.0,\eta55^2,"[O2] Prop4.5(17), \ \Delta({\eta_{55}^{2}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta55^2,2.0
2,57,0,2.0,\eta57^2,"[O3] Prop4.5(15), \ \Delta({\eta_{57}^{2}})={EC_{3}}{\eta_{56}}",0 1 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta57^2,2.0
2,59,0,2.0,\eta_{59}^2,"[O3] (8.31), \ \Delta({\eta_{59}^{2}})=8{\theta'_{29}}",8 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta59^2,2.0
2,61,0,2.0,\eta61^2,"[O3] Prop4.7(17), \ \Delta({\eta_{61}^{2}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta61^2,2.0
2,,,,,,,,,,,,,,
3,2,0,2.0,\eta2^3,,,"(5.3), \ \eta_{3}^{3}=2\nu'",2 0 0 0 0 0 0 0 0 0 0 0,H(\eta_2)=\pm \iota_3,1 0 0 0 0 0 0 0 0 0 0 0,2 2 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta2^3,2.0
3,3,0,4.0,\nu',H(\eta_2\nu')=\nu',,,0 1 0 0 0 0 0 0 0 0 0 0,"(5.3), \ H(\nu')=\eta_5",1 0 0 0 0 0 0 0 0 0 0 0,3,1 0 0 0 0 0 0 0 0 0 0 0,\nu',4.0
3,4,0,inf,\nu4,,,,1 0 0 0 0 0 0 0 0 0 0 0,"Lem5.4, \ H(\nu_4)=\iota_7",1 0 0 0 0 0 0 0 0 0 0 0,4,1 0 0 0 0 0 0 0 0 0 0 0,\nu4,inf
3,4,1,4.0,E \nu',,,"(5.5), \ E^{2}\nu'=2\nu_{5}",2 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,3,0 1 0 0 0 0 0 0 0 0 0 0,E \nu',4.0
3,5,0,8.0,\nu5,"Lem5.7, \ \Delta(\nu_5)=\pm (\eta_2 \nu')",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4,1 0 0 0 0 0 0 0 0 0 0 0,\nu5,8.0
3,6,0,8.0,\nu6,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,4,1 0 0 0 0 0 0 0 0 0 0 0,\nu6,8.0
3,7,0,8.0,\nu7,"(5.6), \ E : \pi_{8}^3 \rightarrow \pi_{9}^4, \ into",0 0 0 0 0 0 0 0 0 0 0 0,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,\nu7,8.0
